inserttime,MonitorAddress,每GURL量
2021-01-25 09:37:36+00:00,广东广州南方基地3.1栋203机房,1307425.8624338624
2021-01-25 09:37:47+00:00,广东广州南方基地3.1栋203机房,1299260.8694608381
2021-01-25 09:40:08+00:00,广东广州南方基地3.1栋203机房,1306605.900959927
2021-01-25 09:45:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 09:46:13+00:00,广东广州南方基地3.1栋203机房,1291115.825603337
2021-01-25 09:47:36+00:00,广东广州南方基地3.1栋203机房,1311678.917238226
2021-01-25 09:47:47+00:00,广东广州南方基地3.1栋203机房,1284676.3778501628
2021-01-25 09:50:08+00:00,广东广州南方基地3.1栋203机房,1306335.5492957747
2021-01-25 09:55:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 09:56:13+00:00,广东广州南方基地3.1栋203机房,1260527.2740471868
2021-01-25 09:57:36+00:00,广东广州南方基地3.1栋203机房,1298414.8157998892
2021-01-25 09:57:47+00:00,广东广州南方基地3.1栋203机房,1257958.9475351898
2021-01-25 10:00:08+00:00,广东广州南方基地3.1栋203机房,1307223.9498461187
2021-01-25 10:05:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 10:06:13+00:00,广东广州南方基地3.1栋203机房,1289991.438028687
2021-01-25 10:07:35+00:00,广东广州南方基地3.1栋203机房,1267778.4613000096
2021-01-25 10:07:47+00:00,广东广州南方基地3.1栋203机房,1293978.609198423
2021-01-25 10:10:08+00:00,广东广州南方基地3.1栋203机房,1319557.2833415556
2021-01-25 10:15:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 10:16:13+00:00,广东广州南方基地3.1栋203机房,1259153.5386656055
2021-01-25 10:17:35+00:00,广东广州南方基地3.1栋203机房,1320781.0953614316
2021-01-25 10:17:47+00:00,广东广州南方基地3.1栋203机房,1261845.6949152541
2021-01-25 10:20:08+00:00,广东广州南方基地3.1栋203机房,1297434.199784335
2021-01-25 10:25:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 10:26:13+00:00,广东广州南方基地3.1栋203机房,1291826.7387387387
2021-01-25 10:27:35+00:00,广东广州南方基地3.1栋203机房,1305228.5600882028
2021-01-25 10:27:47+00:00,广东广州南方基地3.1栋203机房,1241809.517615176
2021-01-25 10:30:08+00:00,广东广州南方基地3.1栋203机房,1303867.396655301
2021-01-25 10:35:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 10:36:12+00:00,广东广州南方基地3.1栋203机房,1271206.5367268892
2021-01-25 10:37:35+00:00,广东广州南方基地3.1栋203机房,1320684.0803980099
2021-01-25 10:37:47+00:00,广东广州南方基地3.1栋203机房,1291613.2944606415
2021-01-25 10:40:08+00:00,广东广州南方基地3.1栋203机房,1298469.1951273533
2021-01-25 10:45:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 10:46:12+00:00,广东广州南方基地3.1栋203机房,1278969.5633736749
2021-01-25 10:47:35+00:00,广东广州南方基地3.1栋203机房,1304761.370899687
2021-01-25 10:47:47+00:00,广东广州南方基地3.1栋203机房,1288544.1704666524
2021-01-25 10:50:08+00:00,广东广州南方基地3.1栋203机房,1337683.004296184
2021-01-25 10:55:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 10:56:12+00:00,广东广州南方基地3.1栋203机房,1276373.4249769868
2021-01-25 10:57:35+00:00,广东广州南方基地3.1栋203机房,1324217.570923776
2021-01-25 10:57:47+00:00,广东广州南方基地3.1栋203机房,1290519.9616891597
2021-01-25 11:00:08+00:00,广东广州南方基地3.1栋203机房,1253930.545090489
2021-01-25 11:05:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 11:06:12+00:00,广东广州南方基地3.1栋203机房,1292140.9785093735
2021-01-25 11:07:35+00:00,广东广州南方基地3.1栋203机房,1315099.696999189
2021-01-25 11:07:47+00:00,广东广州南方基地3.1栋203机房,1275806.9164785554
2021-01-25 11:10:08+00:00,广东广州南方基地3.1栋203机房,1316665.16673745
2021-01-25 11:15:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 11:16:12+00:00,广东广州南方基地3.1栋203机房,1290801.6349344978
2021-01-25 11:17:35+00:00,广东广州南方基地3.1栋203机房,1312931.711139711
2021-01-25 11:17:47+00:00,广东广州南方基地3.1栋203机房,1285007.6749854905
2021-01-25 11:20:08+00:00,广东广州南方基地3.1栋203机房,1332047.3611282504
2021-01-25 11:25:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 11:26:12+00:00,广东广州南方基地3.1栋203机房,1271160.0872727272
2021-01-25 11:27:35+00:00,广东广州南方基地3.1栋203机房,1308051.6335556335
2021-01-25 11:27:47+00:00,广东广州南方基地3.1栋203机房,1289107.454851374
2021-01-25 11:30:08+00:00,广东广州南方基地3.1栋203机房,1303739.122130395
2021-01-25 11:35:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 11:36:12+00:00,广东广州南方基地3.1栋203机房,1321899.5169390196
2021-01-25 11:37:35+00:00,广东广州南方基地3.1栋203机房,1297912.8927348116
2021-01-25 11:37:47+00:00,广东广州南方基地3.1栋203机房,1306050.6599430663
2021-01-25 11:40:08+00:00,广东广州南方基地3.1栋203机房,1319133.3117020526
2021-01-25 11:45:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 11:46:12+00:00,广东广州南方基地3.1栋203机房,1324496.4830413717
2021-01-25 11:47:35+00:00,广东广州南方基地3.1栋203机房,1329038.2092943983
2021-01-25 11:47:47+00:00,广东广州南方基地3.1栋203机房,1282835.023006012
2021-01-25 11:50:08+00:00,广东广州南方基地3.1栋203机房,1311000.168151051
2021-01-25 11:55:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 11:56:12+00:00,广东广州南方基地3.1栋203机房,1288195.3659851423
2021-01-25 11:57:35+00:00,广东广州南方基地3.1栋203机房,1326361.807154201
2021-01-25 11:57:47+00:00,广东广州南方基地3.1栋203机房,1266256.0471976402
2021-01-25 12:00:08+00:00,广东广州南方基地3.1栋203机房,1320067.7705426356
2021-01-25 12:05:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 12:06:12+00:00,广东广州南方基地3.1栋203机房,1302439.1068242104
2021-01-25 12:07:35+00:00,广东广州南方基地3.1栋203机房,1344185.7944006054
2021-01-25 12:07:47+00:00,广东广州南方基地3.1栋203机房,1320783.21611877
2021-01-25 12:10:08+00:00,广东广州南方基地3.1栋203机房,1348779.9219699393
2021-01-25 12:15:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 12:16:12+00:00,广东广州南方基地3.1栋203机房,1336601.274682307
2021-01-25 12:17:35+00:00,广东广州南方基地3.1栋203机房,1418898.4261036469
2021-01-25 12:17:47+00:00,广东广州南方基地3.1栋203机房,1330275.477092828
2021-01-25 12:20:08+00:00,广东广州南方基地3.1栋203机房,1342138.311551564
2021-01-25 12:25:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 12:26:12+00:00,广东广州南方基地3.1栋203机房,1313512.0662721894
2021-01-25 12:27:35+00:00,广东广州南方基地3.1栋203机房,1363085.1341833638
2021-01-25 12:27:47+00:00,广东广州南方基地3.1栋203机房,1289263.138352882
2021-01-25 12:30:08+00:00,广东广州南方基地3.1栋203机房,1339813.2029491656
2021-01-25 12:35:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 12:36:12+00:00,广东广州南方基地3.1栋203机房,1290555.076923077
2021-01-25 12:37:35+00:00,广东广州南方基地3.1栋203机房,1344099.2441200325
2021-01-25 12:37:47+00:00,广东广州南方基地3.1栋203机房,1298303.263390881
2021-01-25 12:40:08+00:00,广东广州南方基地3.1栋203机房,1350964.6706090162
2021-01-25 12:45:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 12:46:12+00:00,广东广州南方基地3.1栋203机房,1300052.6683982683
2021-01-25 12:47:35+00:00,广东广州南方基地3.1栋203机房,1318685.9778766688
2021-01-25 12:47:47+00:00,广东广州南方基地3.1栋203机房,1246293.9902878124
2021-01-25 12:50:08+00:00,广东广州南方基地3.1栋203机房,1328418.0250528713
2021-01-25 12:55:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 12:56:12+00:00,广东广州南方基地3.1栋203机房,1316554.6836248012
2021-01-25 12:57:35+00:00,广东广州南方基地3.1栋203机房,1329421.1364205256
2021-01-25 12:57:47+00:00,广东广州南方基地3.1栋203机房,1284745.6985845128
2021-01-25 13:00:08+00:00,广东广州南方基地3.1栋203机房,1318060.032
2021-01-25 13:05:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 13:06:12+00:00,广东广州南方基地3.1栋203机房,1303941.3413599671
2021-01-25 13:07:35+00:00,广东广州南方基地3.1栋203机房,1308010.0344589937
2021-01-25 13:07:47+00:00,广东广州南方基地3.1栋203机房,1296116.4990069044
2021-01-25 13:10:08+00:00,广东广州南方基地3.1栋203机房,1312699.007386963
2021-01-25 13:15:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 13:16:12+00:00,广东广州南方基地3.1栋203机房,1305116.279253676
2021-01-25 13:17:35+00:00,广东广州南方基地3.1栋203机房,1325968.9494299912
2021-01-25 13:17:47+00:00,广东广州南方基地3.1栋203机房,1279247.081282625
2021-01-25 13:20:08+00:00,广东广州南方基地3.1栋203机房,1100327.9354491662
2021-01-25 13:25:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 13:26:12+00:00,广东广州南方基地3.1栋203机房,1321668.4885736802
2021-01-25 13:27:35+00:00,广东广州南方基地3.1栋203机房,1310239.589492975
2021-01-25 13:27:47+00:00,广东广州南方基地3.1栋203机房,1336005.311799013
2021-01-25 13:30:08+00:00,广东广州南方基地3.1栋203机房,1255428.0840619728
2021-01-25 13:35:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 13:36:12+00:00,广东广州南方基地3.1栋203机房,1284680.7518930957
2021-01-25 13:37:35+00:00,广东广州南方基地3.1栋203机房,1303044.698616169
2021-01-25 13:37:47+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 13:40:08+00:00,广东广州南方基地3.1栋203机房,1297504.3466689414
2021-01-25 13:45:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 13:46:12+00:00,广东广州南方基地3.1栋203机房,1262112.3772775992
2021-01-25 13:47:35+00:00,广东广州南方基地3.1栋203机房,1309609.612424991
2021-01-25 13:47:47+00:00,广东广州南方基地3.1栋203机房,993336.6340182296
2021-01-25 13:50:08+00:00,广东广州南方基地3.1栋203机房,1286798.8657616894
2021-01-25 13:55:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 13:56:12+00:00,广东广州南方基地3.1栋203机房,1178678.5325443787
2021-01-25 13:57:35+00:00,广东广州南方基地3.1栋203机房,1294803.968159825
2021-01-25 13:57:47+00:00,广东广州南方基地3.1栋203机房,1280215.970909091
2021-01-25 14:00:08+00:00,广东广州南方基地3.1栋203机房,1274832.8289924923
2021-01-25 14:05:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 14:06:12+00:00,广东广州南方基地3.1栋203机房,1269116.9419795221
2021-01-25 14:07:35+00:00,广东广州南方基地3.1栋203机房,1299786.2987444075
2021-01-25 14:07:47+00:00,广东广州南方基地3.1栋203机房,1248178.0304568529
2021-01-25 14:10:08+00:00,广东广州南方基地3.1栋203机房,1294440.2302332628
2021-01-25 14:15:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 14:16:12+00:00,广东广州南方基地3.1栋203机房,1242499.6541166736
2021-01-25 14:17:35+00:00,广东广州南方基地3.1栋203机房,1096708.8322608322
2021-01-25 14:17:47+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 14:20:08+00:00,广东广州南方基地3.1栋203机房,1243883.6527124671
2021-01-25 14:25:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 14:26:12+00:00,广东广州南方基地3.1栋203机房,1239490.4842883549
2021-01-25 14:27:35+00:00,广东广州南方基地3.1栋203机房,1273926.2499124957
2021-01-25 14:27:47+00:00,广东广州南方基地3.1栋203机房,1261831.5204040941
2021-01-25 14:30:08+00:00,广东广州南方基地3.1栋203机房,1271380.5184174625
2021-01-25 14:35:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 14:36:12+00:00,广东广州南方基地3.1栋203机房,1250174.5824865852
2021-01-25 14:37:35+00:00,广东广州南方基地3.1栋203机房,1244329.0544309493
2021-01-25 14:37:46+00:00,广东广州南方基地3.1栋203机房,1270088.9038281979
2021-01-25 14:40:08+00:00,广东广州南方基地3.1栋203机房,1260879.1748085106
2021-01-25 14:45:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 14:46:12+00:00,广东广州南方基地3.1栋203机房,1266644.0102418207
2021-01-25 14:47:35+00:00,广东广州南方基地3.1栋203机房,1300730.829569197
2021-01-25 14:47:46+00:00,广东广州南方基地3.1栋203机房,1279277.87283237
2021-01-25 14:50:07+00:00,广东广州南方基地3.1栋203机房,1278915.2495991448
2021-01-25 14:55:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 14:56:12+00:00,广东广州南方基地3.1栋203机房,1286560.303186908
2021-01-25 14:57:35+00:00,广东广州南方基地3.1栋203机房,1293264.6535986832
2021-01-25 14:57:46+00:00,广东广州南方基地3.1栋203机房,1260311.9533429127
2021-01-25 15:00:07+00:00,广东广州南方基地3.1栋203机房,1316688.7327924627
2021-01-25 15:05:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 15:06:12+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 15:07:35+00:00,广东广州南方基地3.1栋203机房,1292845.8739997747
2021-01-25 15:07:46+00:00,广东广州南方基地3.1栋203机房,1294320.7021475257
2021-01-25 15:10:07+00:00,广东广州南方基地3.1栋203机房,1288318.3876755778
2021-01-25 15:15:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 15:16:12+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 15:17:35+00:00,广东广州南方基地3.1栋203机房,1278153.8810114942
2021-01-25 15:17:46+00:00,广东广州南方基地3.1栋203机房,1285127.3425261998
2021-01-25 15:20:07+00:00,广东广州南方基地3.1栋203机房,1297215.2037017995
2021-01-25 15:25:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 15:26:12+00:00,广东广州南方基地3.1栋203机房,1265864.009848174
2021-01-25 15:27:35+00:00,广东广州南方基地3.1栋203机房,1275861.9816293244
2021-01-25 15:27:46+00:00,广东广州南方基地3.1栋203机房,1278107.8566747701
2021-01-25 15:30:07+00:00,广东广州南方基地3.1栋203机房,1280387.9904076739
2021-01-25 15:35:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 15:36:12+00:00,广东广州南方基地3.1栋203机房,1276871.2036680963
2021-01-25 15:37:35+00:00,广东广州南方基地3.1栋203机房,1299199.0006296437
2021-01-25 15:37:46+00:00,广东广州南方基地3.1栋203机房,1300686.1355259428
2021-01-25 15:40:07+00:00,广东广州南方基地3.1栋203机房,1310266.0273234558
2021-01-25 15:45:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 15:46:12+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 15:47:35+00:00,广东广州南方基地3.1栋203机房,1253655.4963959635
2021-01-25 15:47:46+00:00,广东广州南方基地3.1栋203机房,1279728.9474340328
2021-01-25 15:50:07+00:00,广东广州南方基地3.1栋203机房,1293725.8372413793
2021-01-25 15:55:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 15:56:12+00:00,广东广州南方基地3.1栋203机房,1287095.8105115627
2021-01-25 15:57:34+00:00,广东广州南方基地3.1栋203机房,1307596.5821276596
2021-01-25 15:57:46+00:00,广东广州南方基地3.1栋203机房,1272945.7777777778
2021-01-25 16:00:07+00:00,广东广州南方基地3.1栋203机房,1305641.5883567706
2021-01-25 16:05:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 16:06:11+00:00,广东广州南方基地3.1栋203机房,1298968.7172413792
2021-01-25 16:07:34+00:00,广东广州南方基地3.1栋203机房,1303469.2085106382
2021-01-25 16:07:46+00:00,广东广州南方基地3.1栋203机房,1286707.394790752
2021-01-25 16:10:07+00:00,广东广州南方基地3.1栋203机房,1304670.3714951514
2021-01-25 16:15:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 16:16:11+00:00,广东广州南方基地3.1栋203机房,1264728.3386106624
2021-01-25 16:17:34+00:00,广东广州南方基地3.1栋203机房,1294196.9842424241
2021-01-25 16:17:46+00:00,广东广州南方基地3.1栋203机房,1277713.315296566
2021-01-25 16:20:07+00:00,广东广州南方基地3.1栋203机房,1260484.4366533866
2021-01-25 16:25:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 16:26:11+00:00,广东广州南方基地3.1栋203机房,1292636.0336511498
2021-01-25 16:27:34+00:00,广东广州南方基地3.1栋203机房,1292937.6531172395
2021-01-25 16:27:46+00:00,广东广州南方基地3.1栋203机房,1240811.431777199
2021-01-25 16:30:07+00:00,广东广州南方基地3.1栋203机房,1281467.2733153638
2021-01-25 16:35:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 16:36:11+00:00,广东广州南方基地3.1栋203机房,1295280.5942501943
2021-01-25 16:37:34+00:00,广东广州南方基地3.1栋203机房,1252393.727900013
2021-01-25 16:37:46+00:00,广东广州南方基地3.1栋203机房,1281477.43601359
2021-01-25 16:40:07+00:00,广东广州南方基地3.1栋203机房,1300865.8550724639
2021-01-25 16:45:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 16:46:11+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 16:47:34+00:00,广东广州南方基地3.1栋203机房,1311490.3539672007
2021-01-25 16:47:46+00:00,广东广州南方基地3.1栋203机房,1271384.8734778122
2021-01-25 16:50:07+00:00,广东广州南方基地3.1栋203机房,1302895.6226257565
2021-01-25 16:55:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 16:56:11+00:00,广东广州南方基地3.1栋203机房,1261241.4724501758
2021-01-25 16:57:34+00:00,广东广州南方基地3.1栋203机房,1300798.8783337567
2021-01-25 16:57:46+00:00,广东广州南方基地3.1栋203机房,1307042.9154296608
2021-01-25 17:00:07+00:00,广东广州南方基地3.1栋203机房,1304914.1261744967
2021-01-25 17:05:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 17:06:11+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 17:07:34+00:00,广东广州南方基地3.1栋203机房,1289420.8
2021-01-25 17:07:46+00:00,广东广州南方基地3.1栋203机房,1276942.3417366946
2021-01-25 17:10:07+00:00,广东广州南方基地3.1栋203机房,1291287.9961740794
2021-01-25 17:15:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 17:16:11+00:00,广东广州南方基地3.1栋203机房,1286271.9428826417
2021-01-25 17:17:34+00:00,广东广州南方基地3.1栋203机房,1319412.858031088
2021-01-25 17:17:46+00:00,广东广州南方基地3.1栋203机房,1261285.1420982736
2021-01-25 17:20:07+00:00,广东广州南方基地3.1栋203机房,1324032.0
2021-01-25 17:25:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 17:26:11+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 17:27:34+00:00,广东广州南方基地3.1栋203机房,1313822.5698639816
2021-01-25 17:27:46+00:00,广东广州南方基地3.1栋203机房,1250305.2936293087
2021-01-25 17:30:07+00:00,广东广州南方基地3.1栋203机房,1313124.990825688
2021-01-25 17:35:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 17:36:11+00:00,广东广州南方基地3.1栋203机房,1279317.038635873
2021-01-25 17:37:34+00:00,广东广州南方基地3.1栋203机房,1332973.6573208722
2021-01-25 17:37:46+00:00,广东广州南方基地3.1栋203机房,1284093.96461936
2021-01-25 17:40:07+00:00,广东广州南方基地3.1栋203机房,1306097.2455913979
2021-01-25 17:45:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 17:46:11+00:00,广东广州南方基地3.1栋203机房,1256686.9188270294
2021-01-25 17:47:34+00:00,广东广州南方基地3.1栋203机房,1303642.4917687343
2021-01-25 17:47:46+00:00,广东广州南方基地3.1栋203机房,1257998.9818857408
2021-01-25 17:50:07+00:00,广东广州南方基地3.1栋203机房,1300645.2224278715
2021-01-25 17:55:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 17:56:11+00:00,广东广州南方基地3.1栋203机房,1299941.9540069685
2021-01-25 17:57:34+00:00,广东广州南方基地3.1栋203机房,1314705.4346881788
2021-01-25 17:57:46+00:00,广东广州南方基地3.1栋203机房,1280701.656003709
2021-01-25 18:00:07+00:00,广东广州南方基地3.1栋203机房,1310461.8995733508
2021-01-25 18:05:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 18:06:11+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 18:07:34+00:00,广东广州南方基地3.1栋203机房,1288885.5620947632
2021-01-25 18:07:46+00:00,广东广州南方基地3.1栋203机房,1169787.0972073858
2021-01-25 18:10:07+00:00,广东广州南方基地3.1栋203机房,1284696.6361133603
2021-01-25 18:15:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 18:16:11+00:00,广东广州南方基地3.1栋203机房,1228428.8414239483
2021-01-25 18:17:34+00:00,广东广州南方基地3.1栋203机房,1288495.1438498958
2021-01-25 18:17:46+00:00,广东广州南方基地3.1栋203机房,1249886.2550225502
2021-01-25 18:20:07+00:00,广东广州南方基地3.1栋203机房,1271084.4550898203
2021-01-25 18:25:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 18:26:11+00:00,广东广州南方基地3.1栋203机房,1242643.8449612404
2021-01-25 18:27:34+00:00,广东广州南方基地3.1栋203机房,1272118.866364095
2021-01-25 18:27:46+00:00,广东广州南方基地3.1栋203机房,1276144.1409787177
2021-01-25 18:30:07+00:00,广东广州南方基地3.1栋203机房,1282867.8357780364
2021-01-25 18:35:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 18:36:11+00:00,广东广州南方基地3.1栋203机房,1279888.0441744893
2021-01-25 18:37:34+00:00,广东广州南方基地3.1栋203机房,1283092.0784313725
2021-01-25 18:37:46+00:00,广东广州南方基地3.1栋203机房,1281720.4994523549
2021-01-25 18:40:07+00:00,广东广州南方基地3.1栋203机房,1278172.1383428713
2021-01-25 18:45:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 18:46:11+00:00,广东广州南方基地3.1栋203机房,1197463.6116504855
2021-01-25 18:47:34+00:00,广东广州南方基地3.1栋203机房,1270217.2996027598
2021-01-25 18:47:46+00:00,广东广州南方基地3.1栋203机房,1271466.0791738383
2021-01-25 18:50:07+00:00,广东广州南方基地3.1栋203机房,1258059.7262693157
2021-01-25 18:55:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 18:56:11+00:00,广东广州南方基地3.1栋203机房,1223496.2524797115
2021-01-25 18:57:34+00:00,广东广州南方基地3.1栋203机房,1264983.8119625454
2021-01-25 18:57:46+00:00,广东广州南方基地3.1栋203机房,1263377.1242782269
2021-01-25 19:00:07+00:00,广东广州南方基地3.1栋203机房,1287179.970244421
2021-01-25 19:05:15+00:00,广东广州南方基地3.1栋203机房,
2021-01-25 19:06:11+00:00,广东广州南方基地3.1栋203机房,1271652.306155833
2021-01-25 19:07:34+00:00,广东广州南方基地3.1栋203机房,1302155.6363636365
2021-01-25 19:07:46+00:00,广东广州南方基地3.1栋203机房,1276527.3043478262
2021-01-25 19:10:07+00:00,广东广州南方基地3.1栋203机房,1291066.3208982253
